sebum_level,hydration_level,ph_level,skin_temperature,pore_size,oil_shine,wrinkle_score,roughness_score,elasticity_score,sensitivity_score,redness_level,itchiness_score,pigmentation_level,dark_spot_score,uneven_tone_score,acne_frequency,blackhead_score,whitehead_score,tightness_score,flakiness_score,sun_exposure_hours,pollution_exposure_index,water_intake_liters,sleep_hours,skin_type
90.06,22.9,4.87,32.15,2.63,7.81,3.54,8.05,95.7,0.01,6.97,9.45,0.1,7.62,9.17,3.04,6.15,2.31,5.13,5.15,1.26,42.37,1.18,5.69,Sensitive
19.25,58.85,4.89,33.51,9.83,4.82,1.1,6.07,55.0,0.6,7.07,7.93,4.05,8.5,4.89,5.13,3.48,0.89,7.32,5.62,5.78,82.61,3.24,8.18,Sensitive
95.17,35.35,7.15,35.18,5.33,9.87,4.54,8.36,26.33,6.35,4.49,9.69,6.09,5.53,4.42,8.77,1.62,7.8,0.58,0.05,9.93,98.95,2.31,3.19,Oily
67.53,69.01,5.69,31.98,9.61,5.88,7.33,3.75,25.37,3.38,4.49,0.23,4.39,6.46,2.41,4.07,0.7,5.69,6.41,7.11,9.53,37.3,2.15,4.18,Combination
73.56,20.4,7.11,35.82,5.68,7.75,3.91,9.36,69.44,2.02,5.67,9.88,7.73,1.56,2.76,1.4,6.96,5.19,4.74,1.23,7.35,53.15,1.4,4.22,Sensitive
102.15,28.5,6.63,34.31,1.17,4.81,7.11,2.83,53.28,6.63,9.92,7.98,0.49,8.14,3.01,5.47,0.37,9.6,6.43,6.8,2.82,22.45,4.62,3.88,Dry
30.56,66.4,6.33,32.98,8.23,7.88,9.1,5.16,94.05,3.97,4.34,7.2,4.1,3.1,9.44,6.26,3.36,0.23,1.21,7.66,7.74,85.35,4.99,6.1,Sensitive
11.81,69.46,6.61,35.22,8.28,7.12,0.28,7.99,49.84,3.9,2.14,3.36,5.39,2.26,1.06,7.8,4.18,9.92,2.19,5.29,2.94,22.55,4.83,4.55,Normal
32.42,61.14,4.47,33.58,9.0,0.16,7.26,8.29,51.04,8.16,4.44,8.48,9.39,6.21,2.37,0.5,2.7,4.99,6.44,8.96,9.31,7.98,4.54,3.93,Sensitive
58.26,15.42,7.45,31.2,7.14,8.52,0.61,7.89,87.68,5.59,3.85,7.72,8.37,5.86,7.56,7.16,7.84,1.67,3.07,2.78,7.89,29.11,4.68,4.41,Sensitive
76.57,84.63,4.37,33.7,8.88,0.75,1.13,5.41,79.18,4.1,9.61,2.34,8.15,3.54,0.92,6.89,1.91,8.74,1.21,2.97,6.0,81.56,4.13,7.25,Combination
91.6,35.72,7.47,30.52,8.05,3.22,8.48,9.63,69.31,4.63,8.51,2.08,5.79,1.8,0.76,0.85,3.45,6.07,6.28,0.28,5.56,64.38,1.91,8.15,Sensitive
87.4,16.34,4.31,35.76,8.49,5.81,4.48,5.64,27.01,1.41,2.52,2.15,5.45,8.51,8.72,3.67,0.49,7.44,7.4,3.82,6.65,10.8,1.31,8.17,Normal
102.14,80.65,4.32,31.74,8.11,5.03,4.14,4.63,62.0,7.68,7.27,4.83,0.96,2.1,6.92,2.66,6.8,5.16,7.56,3.59,0.94,35.12,1.44,7.23,Combination
52.36,63.09,6.57,31.34,8.25,2.53,0.42,8.38,24.15,5.44,0.08,9.94,2.85,4.12,1.32,7.2,1.45,1.87,7.29,8.63,6.8,62.53,4.12,7.35,Sensitive
105.42,21.05,6.69,35.82,9.94,1.32,0.35,0.6,73.91,9.98,5.5,3.29,2.22,2.13,1.78,4.78,3.78,7.18,7.76,2.48,8.06,68.15,2.96,7.94,Sensitive
33.01,29.51,4.12,32.61,1.91,2.77,6.24,0.54,21.69,4.24,6.53,6.47,2.06,6.41,2.95,9.17,0.47,9.27,4.91,5.55,7.11,59.68,1.21,7.09,Sensitive
46.4,77.68,7.17,36.11,6.75,2.77,1.12,2.79,57.49,5.55,0.14,4.77,6.38,6.9,4.43,1.16,5.19,7.83,2.36,2.78,8.75,5.53,1.26,6.76,Normal
105.52,86.48,5.65,33.06,2.02,3.41,1.85,9.77,27.91,7.87,9.82,9.85,0.98,4.42,8.66,7.66,4.94,1.33,1.61,8.34,0.88,12.32,2.51,5.52,Combination
109.13,37.87,5.91,35.9,6.23,5.21,7.33,6.27,41.22,9.47,6.23,0.4,0.84,9.43,4.57,0.68,3.07,5.89,3.16,8.18,4.72,79.21,1.15,8.86,Sensitive
60.38,48.25,4.63,35.39,6.64,7.17,8.19,0.5,39.15,1.79,1.41,8.64,2.7,9.8,8.82,2.56,1.92,6.89,6.46,5.87,9.71,51.88,2.84,5.03,Sensitive
38.41,33.89,4.65,33.0,1.4,8.75,0.46,9.78,29.07,1.9,2.4,2.26,8.32,9.77,0.02,4.44,6.99,4.79,7.64,2.05,7.86,93.19,3.04,3.36,Normal
58.82,68.54,4.56,33.98,7.6,5.88,4.17,7.83,45.42,0.57,4.14,4.83,4.51,1.85,8.58,7.45,5.57,1.76,2.96,0.03,5.12,22.58,2.64,6.87,Normal
81.07,84.6,5.03,35.13,8.34,6.76,9.11,5.11,49.17,3.32,6.37,4.39,3.17,6.4,6.91,5.82,7.91,6.06,7.43,9.97,0.53,83.01,4.17,8.89,Oily
51.31,21.27,4.2,35.28,9.72,5.47,9.18,9.35,88.46,6.71,7.49,8.01,2.59,5.09,6.68,3.35,6.09,7.21,9.23,0.24,9.09,93.97,2.66,8.82,Sensitive
110.76,75.97,7.22,35.0,1.04,4.16,9.13,5.73,65.78,4.65,8.04,6.88,9.36,5.67,6.89,1.88,4.98,6.73,6.92,7.93,3.81,75.22,1.06,6.28,Combination
68.69,46.96,5.06,36.44,4.81,9.65,8.58,0.02,21.92,3.02,5.61,6.42,5.61,5.03,4.73,1.74,4.22,2.39,8.13,6.13,5.85,75.2,4.96,8.39,Sensitive
48.36,18.26,6.1,32.38,9.18,7.27,7.55,3.2,69.43,8.12,9.27,4.65,7.04,5.43,2.06,3.2,1.38,2.43,1.6,6.55,5.35,76.27,1.38,5.92,Sensitive
62.07,35.15,5.15,33.15,7.44,0.34,5.27,6.57,69.06,3.66,6.97,1.12,3.72,2.6,0.75,7.4,7.73,4.14,9.51,5.42,8.43,45.11,0.6,8.27,Sensitive
33.75,79.19,4.57,36.39,1.45,0.72,1.01,8.04,42.44,2.95,2.55,3.97,8.25,9.72,6.2,4.01,0.61,6.91,4.52,3.15,3.96,56.24,1.75,3.31,Normal
49.43,54.39,5.25,31.06,5.16,1.04,6.76,0.46,27.72,5.15,1.84,7.84,4.0,1.16,9.38,7.74,8.57,8.27,7.9,5.12,0.74,68.4,3.28,5.39,Sensitive
107.59,17.84,6.19,30.16,5.49,3.62,0.32,9.94,64.77,0.88,1.79,2.98,1.08,2.32,3.96,0.57,3.96,7.26,9.83,4.19,0.98,6.52,3.47,6.5,Normal
66.47,26.5,6.85,36.36,4.5,0.23,5.27,4.48,54.03,6.65,7.83,1.75,3.2,8.36,3.16,4.42,2.0,8.96,5.84,7.51,1.23,93.76,3.77,3.56,Sensitive
23.42,57.4,5.78,30.07,2.21,8.64,7.05,2.17,31.96,7.18,2.67,8.34,7.24,6.05,3.23,6.39,9.92,2.73,0.59,3.33,0.06,39.92,0.69,4.91,Sensitive
110.82,66.82,4.12,35.64,8.72,7.52,4.03,2.01,46.58,8.8,2.28,9.94,2.8,2.84,5.97,4.66,7.83,9.53,7.33,7.72,2.06,47.89,3.2,6.39,Combination
34.91,64.08,6.35,32.39,3.97,4.51,3.35,0.57,29.88,1.53,2.42,7.47,4.4,2.88,2.47,2.02,2.44,7.9,9.0,3.83,2.44,76.16,3.37,4.63,Sensitive
63.21,53.1,6.56,33.72,1.25,8.21,4.41,4.42,88.72,0.66,1.8,7.98,5.38,6.16,4.44,8.19,7.16,0.43,4.71,2.62,6.57,21.93,1.64,3.01,Sensitive
84.87,74.02,5.8,30.98,3.71,7.95,4.7,2.86,59.5,1.22,4.11,4.71,0.59,0.2,2.02,9.09,3.25,5.9,7.59,3.26,3.49,1.76,4.55,4.27,Oily
17.38,87.13,4.5,31.57,2.3,5.91,4.81,5.48,22.67,8.24,0.01,6.96,7.75,1.47,3.7,2.94,9.0,1.35,2.87,6.82,1.96,51.66,1.3,3.06,Sensitive
13.72,56.22,4.05,35.19,1.04,5.48,6.46,7.39,21.9,9.8,9.9,2.88,0.8,4.31,5.74,3.33,4.54,9.55,5.32,2.29,5.76,80.02,2.12,7.87,Sensitive
69.92,35.51,5.77,31.16,8.56,7.7,8.68,6.17,55.51,8.73,9.03,7.79,7.85,9.81,0.87,0.69,3.94,9.22,5.81,5.44,4.76,66.67,3.52,4.19,Sensitive
105.89,68.08,6.75,31.95,3.75,1.81,4.93,1.17,34.27,9.91,8.42,6.34,4.86,8.86,8.2,2.7,8.71,2.92,1.03,9.67,6.19,73.92,3.84,8.74,Combination
55.89,47.95,4.19,33.34,6.67,1.33,0.05,7.33,59.4,6.58,8.21,8.68,5.1,3.22,4.17,2.76,6.87,6.83,5.37,7.75,9.26,32.05,1.35,6.02,Sensitive
28.57,76.15,5.71,33.64,5.59,2.94,9.0,5.43,24.39,4.25,6.47,0.84,1.66,6.18,3.32,8.77,5.34,0.78,0.74,7.61,3.66,75.87,2.43,6.94,Sensitive
74.97,25.74,7.15,31.66,6.32,7.75,2.35,3.35,87.58,6.12,7.38,5.69,4.0,2.31,6.39,0.78,2.51,4.35,7.82,2.43,6.83,96.63,0.63,7.87,Sensitive
114.12,18.97,4.98,33.51,3.57,4.51,7.28,3.45,93.64,5.31,9.68,5.8,9.1,6.29,5.93,1.91,6.74,0.44,3.62,3.23,5.55,80.02,3.78,6.0,Sensitive
11.65,73.06,6.07,30.63,7.0,1.72,0.12,6.45,97.11,3.52,7.11,10.0,4.23,5.6,6.66,9.28,1.8,6.17,0.08,7.24,3.31,12.88,0.84,8.3,Sensitive
77.74,54.15,6.77,31.57,6.7,4.98,5.43,7.79,67.96,2.48,4.98,1.7,1.79,4.9,6.89,8.1,1.62,4.54,6.05,0.29,2.5,23.29,4.01,3.84,Normal
33.62,72.22,7.12,34.47,4.26,5.1,5.93,2.37,63.44,8.54,5.6,4.33,5.75,1.09,5.44,8.88,7.01,9.73,5.76,8.56,0.51,60.85,4.94,3.92,Sensitive
90.88,18.52,4.51,30.37,7.86,1.6,8.29,5.26,25.36,2.18,0.84,3.76,3.57,9.85,6.16,8.02,9.4,7.9,7.06,2.72,4.17,46.49,1.8,4.51,Normal
82.23,49.89,7.32,35.41,2.2,2.32,9.56,1.04,50.58,6.25,6.47,7.1,8.39,4.92,8.52,3.74,2.19,7.61,6.38,4.31,1.14,89.06,3.21,4.33,Sensitive
105.15,23.64,5.34,35.7,6.26,0.81,4.59,0.9,35.55,6.04,9.59,8.32,5.03,2.58,0.77,6.6,1.59,3.65,2.43,8.11,5.04,26.09,0.66,3.47,Sensitive
95.9,79.38,4.74,30.36,4.34,4.75,5.57,7.97,31.34,2.75,8.76,8.65,2.07,1.74,1.41,3.07,6.29,6.85,3.78,1.68,4.02,99.39,1.0,7.89,Combination
96.75,81.2,5.44,33.02,6.4,7.57,5.27,3.74,78.25,0.31,5.54,6.79,1.27,2.32,7.84,1.7,3.37,3.43,4.31,0.85,5.33,85.26,3.52,7.88,Combination
115.26,85.23,7.28,35.44,5.22,6.24,7.81,9.33,52.67,2.69,3.69,4.78,2.2,2.39,1.12,7.75,0.23,3.66,7.01,0.9,9.13,91.96,1.82,3.73,Oily
29.08,41.07,5.96,32.94,1.22,8.3,5.34,5.75,29.71,1.53,0.1,9.13,9.14,0.46,7.25,7.34,7.05,3.71,2.32,1.22,5.59,23.54,2.93,4.25,Sensitive
103.48,44.42,4.2,32.71,4.3,0.68,6.75,5.97,76.06,0.25,6.19,4.11,4.07,1.74,8.61,9.65,8.4,3.87,4.21,8.71,5.7,6.87,4.98,3.55,Sensitive
83.5,85.03,4.79,30.2,1.82,9.33,8.49,3.48,73.65,8.64,2.05,1.77,7.57,7.45,9.22,3.87,1.15,7.86,5.55,5.7,4.33,84.77,3.32,7.41,Combination
38.64,32.81,5.36,34.19,5.16,2.63,2.67,6.46,62.86,7.07,9.97,0.37,6.43,7.2,3.89,1.16,1.01,5.03,2.07,0.15,8.44,1.34,4.89,3.2,Sensitive
99.72,37.63,6.27,35.03,5.8,8.83,2.18,1.05,88.95,9.83,5.07,7.51,8.75,4.84,5.1,3.96,5.63,2.05,3.5,2.46,3.65,91.58,2.38,6.96,Sensitive
51.33,56.0,4.27,31.12,4.15,3.79,6.18,0.14,89.95,2.6,3.03,6.23,6.37,3.96,2.62,8.95,7.51,2.91,7.13,3.29,7.97,64.24,4.69,5.1,Sensitive
26.68,51.98,6.55,30.79,5.53,0.4,4.58,6.98,29.69,0.13,6.04,5.6,7.3,8.35,9.74,3.95,6.91,5.74,4.0,5.7,1.3,13.82,1.66,4.11,Sensitive
52.13,28.3,5.91,31.59,2.46,1.41,3.06,7.19,63.55,9.56,7.42,7.99,3.81,2.65,5.73,9.93,5.35,6.38,1.56,4.59,0.38,9.63,0.78,6.2,Sensitive
50.36,84.14,5.88,31.66,2.93,8.99,6.13,1.55,86.52,8.41,0.02,8.3,8.6,9.27,9.88,1.17,0.13,9.86,8.23,3.05,9.49,19.94,1.28,3.69,Sensitive
115.58,41.44,4.81,30.87,6.92,7.33,4.77,7.86,59.71,7.01,6.49,3.65,9.3,6.91,6.73,1.25,6.67,1.85,5.89,6.37,7.74,46.92,2.9,6.56,Sensitive
49.39,85.98,5.05,31.33,1.99,6.37,4.19,7.31,49.36,3.79,2.15,0.71,4.16,3.2,6.25,0.65,0.98,3.28,6.23,7.59,1.48,3.07,2.46,8.73,Normal
55.5,75.99,5.51,35.38,8.87,4.42,9.19,2.21,98.33,6.77,6.02,8.19,1.46,4.54,6.94,7.76,0.06,5.87,2.38,3.53,4.24,73.42,2.08,8.16,Sensitive
13.06,61.09,5.19,34.89,9.28,9.18,7.92,0.99,66.38,6.96,0.87,1.71,7.37,0.76,5.89,9.39,2.09,0.77,8.39,4.57,1.66,8.38,4.89,6.66,Normal
96.1,49.49,6.06,30.62,5.49,7.53,3.67,8.37,37.1,4.42,8.57,9.45,1.3,9.28,4.68,2.74,9.92,6.49,3.15,3.41,0.58,3.38,1.01,8.05,Sensitive
108.78,89.49,6.59,31.45,2.87,7.64,8.09,0.81,26.89,3.03,0.19,4.46,0.01,0.77,8.27,4.06,8.0,2.07,0.54,5.05,5.19,60.87,4.96,4.37,Combination
10.14,48.56,6.51,35.61,4.67,7.66,6.02,9.2,88.62,8.23,6.71,7.54,4.65,8.48,3.57,8.64,2.27,5.32,0.63,4.62,0.69,84.46,4.9,4.69,Sensitive
118.69,46.6,5.34,31.54,7.98,9.28,7.5,1.0,56.06,4.56,6.37,0.63,0.66,6.54,1.84,3.63,7.89,4.47,0.67,2.91,9.78,37.02,2.09,6.26,Sensitive
49.54,78.24,7.13,35.26,6.83,3.71,1.13,6.92,77.55,4.92,6.25,4.44,7.03,8.42,5.91,0.6,3.36,0.77,9.29,6.08,5.57,4.3,3.83,8.16,Sensitive
27.47,88.3,5.79,35.86,5.82,4.4,4.17,4.7,33.44,2.73,7.68,4.71,1.01,8.46,7.92,4.64,1.44,3.31,7.27,2.65,8.11,6.53,2.53,5.72,Sensitive
95.69,61.03,6.06,33.74,3.47,6.6,4.42,8.69,59.07,4.62,6.91,8.3,7.34,3.83,3.44,8.78,5.26,4.12,7.14,5.58,6.07,44.77,4.73,4.9,Oily
20.78,19.71,6.25,34.82,8.05,9.03,7.4,5.99,82.34,7.16,3.8,6.32,6.21,1.41,9.38,7.53,2.97,2.18,4.06,3.4,5.92,48.04,3.05,4.98,Sensitive
113.78,87.2,4.22,31.37,7.18,8.05,6.44,3.65,58.77,1.72,8.82,7.95,0.5,7.97,8.21,9.51,8.36,7.15,1.26,5.52,7.44,9.47,2.79,3.89,Oily
96.76,34.13,6.41,30.85,6.78,5.9,9.66,9.99,52.8,4.61,4.02,8.96,8.38,5.69,4.17,1.99,3.89,1.58,5.7,2.69,3.36,60.52,2.18,4.65,Sensitive
106.3,28.75,5.72,35.56,2.19,4.74,0.33,5.18,91.1,6.74,1.25,1.59,2.55,6.84,3.62,2.27,9.21,0.89,9.59,3.27,6.52,65.3,1.98,7.74,Normal
114.11,17.29,5.29,32.84,8.14,5.39,3.5,8.47,32.17,4.42,9.13,1.67,6.39,7.75,9.88,5.58,7.59,7.01,4.21,5.21,0.76,33.75,3.78,3.94,Sensitive
30.69,81.39,6.18,32.15,1.02,4.76,9.87,0.45,47.98,3.91,5.98,7.59,7.37,5.55,1.51,6.0,1.99,8.37,3.13,4.47,7.14,19.76,2.88,7.12,Sensitive
54.48,15.68,5.6,34.33,1.06,1.19,5.28,6.61,45.3,6.27,4.53,3.4,4.14,3.9,4.15,3.08,7.0,7.42,3.15,9.22,7.16,74.37,3.54,5.67,Normal
113.66,53.16,5.16,35.03,5.62,3.03,5.88,9.09,99.72,4.18,8.68,0.53,0.2,5.79,1.84,9.62,2.6,7.56,5.81,9.5,4.55,8.6,4.08,7.07,Sensitive
20.96,37.75,5.26,32.81,8.95,7.79,8.27,4.73,96.86,8.76,1.65,0.35,5.77,4.24,7.5,4.32,3.17,1.95,8.52,6.91,6.67,72.18,1.16,8.54,Sensitive
81.68,49.99,7.11,30.37,3.05,3.11,3.53,3.32,38.19,1.29,1.53,8.73,3.45,3.5,0.38,4.94,1.63,8.04,3.88,6.41,1.63,82.28,2.6,5.26,Sensitive
56.5,41.12,5.2,33.43,9.94,8.98,2.01,8.36,98.75,4.32,7.39,5.66,5.73,0.64,9.61,0.97,0.76,1.63,7.94,6.04,1.59,19.03,3.98,4.76,Sensitive
94.95,52.79,6.48,31.43,1.09,8.25,4.5,1.62,29.52,8.49,3.05,3.57,0.18,2.88,1.64,2.75,5.69,1.5,5.32,1.25,4.75,80.92,3.59,4.65,Sensitive
11.78,52.78,4.34,36.28,5.62,2.84,2.18,5.63,77.26,3.49,2.81,1.43,5.85,3.62,7.68,9.62,4.91,4.52,8.44,6.53,7.42,12.95,2.23,4.46,Normal
116.05,89.47,5.0,31.97,7.92,3.62,3.49,1.28,54.29,2.87,4.92,2.16,6.59,3.51,6.79,9.15,5.66,1.09,7.64,4.68,9.59,34.75,2.12,8.82,Combination
70.99,71.12,6.84,30.38,2.3,3.97,8.25,3.78,76.28,1.69,2.84,0.5,9.23,4.37,8.48,5.96,5.85,6.03,1.63,3.15,2.71,43.04,3.64,6.94,Combination
101.65,20.23,7.25,35.01,3.03,7.28,8.6,8.8,63.64,9.18,9.43,5.67,3.31,5.12,3.48,1.61,0.1,8.17,7.37,5.44,7.28,31.26,2.72,7.59,Dry
86.78,26.51,7.06,32.48,8.36,6.26,2.12,8.29,94.0,8.53,7.32,3.2,2.23,0.22,7.27,2.18,1.02,8.26,1.74,6.02,8.96,36.22,4.04,5.64,Sensitive
75.61,66.72,6.6,36.25,2.76,0.32,9.39,6.4,45.93,1.04,8.87,7.91,7.88,5.67,9.88,1.91,8.12,5.49,2.56,4.77,8.32,41.44,3.81,6.37,Combination
96.68,71.85,5.82,36.14,5.46,9.67,2.94,4.97,32.72,0.39,0.53,6.55,2.07,5.88,4.03,0.94,6.16,3.46,0.89,3.32,3.97,86.86,3.66,4.22,Combination
43.77,44.25,6.04,30.26,2.1,8.85,3.44,2.91,70.51,3.25,2.46,9.9,5.47,4.95,1.11,7.33,0.46,2.82,0.62,4.9,0.06,76.71,1.42,8.98,Sensitive
101.14,39.58,6.39,31.98,5.02,7.87,1.97,3.86,78.55,7.48,1.61,4.88,6.31,5.67,7.26,8.72,3.49,3.11,5.54,0.08,5.22,95.0,3.66,5.69,Oily
30.63,28.62,6.58,33.1,9.53,0.04,5.26,5.24,32.92,0.83,9.15,1.85,2.03,5.19,0.74,9.09,6.44,8.48,4.94,4.9,0.33,17.82,4.63,8.36,Sensitive
110.79,84.56,5.92,31.49,7.85,2.82,0.76,3.41,93.97,6.8,0.09,8.38,8.08,6.87,2.22,3.84,9.0,1.37,8.98,5.19,5.55,62.48,3.03,8.86,Combination
37.9,74.12,4.16,34.12,1.72,4.12,6.09,7.11,80.72,9.08,2.25,7.57,5.73,8.44,2.47,8.77,5.72,2.95,5.66,0.52,2.56,65.02,1.82,8.32,Sensitive
82.5,27.43,6.85,30.68,4.23,8.65,9.27,2.7,69.6,7.75,3.29,2.01,7.31,6.19,3.26,8.26,1.28,8.13,9.63,9.5,7.33,1.1,3.34,7.15,Oily
34.62,79.96,5.04,33.38,6.7,5.0,4.09,4.44,36.28,8.57,3.98,2.49,7.27,8.61,3.13,9.92,5.34,9.43,1.99,6.91,8.47,96.07,1.63,6.72,Sensitive
87.22,16.84,7.16,32.45,3.26,4.62,9.37,0.15,61.06,5.14,4.58,1.03,6.64,8.59,4.59,0.78,1.44,7.37,0.62,5.69,1.0,73.1,4.86,3.26,Normal
26.96,85.85,5.09,36.35,5.56,9.63,2.76,5.97,20.04,8.8,2.0,2.83,0.54,1.05,8.64,9.58,8.64,4.67,8.43,8.96,3.01,62.84,1.55,6.7,Sensitive
19.63,81.43,6.11,34.04,9.44,1.68,5.15,8.08,41.43,0.49,4.65,1.97,4.31,0.02,8.7,9.7,9.46,3.39,1.93,2.84,0.55,78.77,1.04,5.98,Normal
94.94,75.55,5.27,32.78,2.45,2.46,7.26,7.22,38.56,8.03,3.21,7.06,8.27,7.12,9.06,5.03,8.39,5.05,5.41,7.0,6.38,19.11,2.92,5.64,Combination
88.23,64.27,4.68,34.49,7.55,0.88,2.68,3.63,30.66,8.53,4.02,0.51,0.69,3.91,7.62,8.13,1.13,9.29,7.83,9.42,9.12,45.67,3.83,3.47,Combination
82.43,20.03,6.38,30.36,7.25,4.35,0.49,3.84,40.62,10.0,7.52,2.37,7.65,7.87,0.67,8.91,3.5,3.35,4.48,5.08,9.01,96.28,4.43,4.6,Sensitive
60.93,54.69,6.27,35.47,9.44,7.24,5.23,6.82,45.95,0.46,3.44,1.5,1.83,7.93,8.19,5.55,8.75,1.13,8.18,8.89,9.38,40.59,1.1,7.55,Normal
67.44,64.46,4.24,30.47,9.91,4.94,3.89,4.94,22.3,5.62,2.41,2.84,2.44,6.85,4.82,8.49,5.04,1.35,8.59,1.64,3.15,89.34,3.79,8.55,Combination
71.35,44.75,6.9,34.71,2.68,1.6,6.74,5.55,86.2,9.74,3.46,7.8,8.89,4.88,7.34,6.67,6.08,1.35,1.31,0.91,8.8,45.78,1.34,6.14,Sensitive
101.91,89.01,5.87,31.83,7.71,5.12,2.43,8.27,61.7,4.55,7.71,9.27,0.35,1.25,6.4,1.65,8.89,4.63,1.8,5.36,9.24,95.52,0.64,6.5,Combination
84.95,72.39,4.04,36.36,1.38,8.87,1.25,8.3,37.3,7.93,0.23,0.32,0.26,5.06,7.97,9.99,0.56,3.14,1.93,4.61,7.95,84.29,1.88,6.32,Oily
65.01,39.34,5.83,34.55,6.59,4.19,8.77,2.12,87.23,3.69,4.86,0.93,6.37,2.77,7.63,3.69,2.18,0.83,3.14,8.43,4.18,54.83,0.71,7.27,Normal
74.39,30.39,4.95,36.15,5.7,5.33,9.41,8.61,85.57,1.29,3.04,1.86,6.23,2.06,10.0,3.96,8.91,4.01,4.8,5.94,8.77,26.8,4.88,4.18,Normal
73.99,55.66,6.07,34.79,2.28,3.06,5.21,1.88,53.21,2.69,1.49,2.22,9.45,1.16,5.64,7.64,1.78,1.18,3.39,1.94,0.9,77.25,2.34,4.22,Combination
103.58,86.88,5.81,33.95,7.48,7.56,2.86,6.1,76.22,6.14,7.14,9.06,1.21,4.18,1.36,5.2,0.17,6.74,2.98,5.46,0.67,70.15,3.49,7.6,Oily
51.14,58.8,6.33,35.08,8.85,4.82,5.2,7.42,40.43,5.45,5.34,2.9,7.89,1.64,0.17,6.32,7.89,1.08,9.58,1.52,4.56,84.19,0.94,3.46,Normal
57.32,55.03,6.14,30.92,4.83,4.75,9.54,2.63,52.25,4.42,3.12,7.84,7.95,2.03,7.6,2.79,8.48,3.09,8.17,2.46,5.74,38.29,0.91,4.9,Sensitive
47.61,17.47,5.1,30.84,6.36,5.89,0.7,6.11,32.85,3.77,5.96,8.57,6.87,8.08,7.7,0.97,2.03,6.6,4.83,5.79,3.02,73.4,0.89,8.85,Sensitive
43.58,51.62,5.27,33.44,3.17,7.94,0.4,2.5,83.62,0.26,0.76,8.83,5.01,5.55,6.71,9.38,6.72,5.57,9.65,4.31,2.27,69.06,3.57,7.82,Sensitive
16.24,27.24,6.05,35.22,3.55,3.62,3.79,2.69,77.67,1.41,7.43,8.89,8.13,5.82,0.22,4.74,8.81,6.79,5.61,4.36,1.36,49.34,4.38,3.69,Sensitive
83.93,77.65,4.51,30.53,4.7,5.06,7.81,3.78,35.45,9.74,4.82,2.39,9.02,8.08,0.8,6.51,3.19,8.53,5.56,5.68,2.26,36.75,4.73,5.13,Combination
54.89,59.13,7.4,33.1,5.31,7.64,2.91,7.99,96.15,5.05,5.66,3.85,6.13,3.29,2.75,4.01,3.92,3.04,1.39,9.92,3.09,65.27,3.69,6.85,Normal
22.64,21.31,6.85,35.77,9.29,5.7,6.32,0.42,96.89,2.0,7.51,7.66,9.03,2.08,5.65,5.16,9.97,0.99,5.38,8.62,3.53,22.05,3.59,8.63,Sensitive
66.72,60.7,4.6,34.58,7.36,6.33,1.1,5.56,78.64,9.24,7.38,6.15,3.14,6.09,5.49,1.26,7.33,9.34,7.35,9.07,6.09,19.37,2.93,4.03,Combination
73.93,80.01,6.12,35.62,8.91,7.52,0.8,5.18,73.91,4.73,4.57,3.97,6.81,6.5,0.66,3.41,4.47,8.94,3.06,8.92,1.74,53.59,2.81,6.1,Combination
26.7,24.28,5.14,32.35,1.11,6.18,5.64,8.06,84.09,1.95,2.7,0.39,5.02,4.38,1.61,1.47,5.88,7.01,6.2,7.88,7.85,12.19,4.79,4.19,Dry
110.96,73.7,4.41,30.1,2.3,0.74,4.71,9.35,42.28,7.8,0.91,9.13,9.53,1.83,8.41,4.32,3.37,6.44,9.36,9.07,4.23,29.18,0.94,5.36,Combination
46.34,88.29,5.14,35.81,3.85,5.03,3.63,9.98,98.76,2.12,4.46,0.98,3.55,6.47,0.15,5.51,6.05,0.98,2.59,0.84,5.47,29.09,3.98,7.97,Normal
102.91,88.46,5.78,34.42,5.23,2.79,7.97,8.56,99.68,9.79,6.82,2.39,2.59,7.26,4.03,9.04,4.92,2.7,8.88,7.45,8.15,67.16,4.01,3.05,Combination
106.74,72.06,5.75,35.06,2.77,6.93,0.04,3.78,49.14,4.54,9.18,9.5,6.66,6.25,9.19,1.04,2.63,8.48,3.56,2.95,4.87,41.52,1.65,5.42,Combination
110.48,83.02,5.23,35.97,2.28,3.43,4.64,8.99,23.48,7.44,1.3,1.1,3.67,0.79,6.61,3.69,4.3,8.73,1.27,1.2,2.03,11.79,3.5,8.67,Combination
112.33,29.5,5.2,34.28,8.57,0.95,9.46,0.71,27.96,2.87,2.24,0.48,4.65,2.0,7.41,7.22,3.63,7.99,0.95,9.42,7.62,42.3,1.67,5.2,Normal
16.25,65.43,5.48,34.04,5.6,8.93,9.83,1.09,51.59,4.09,3.49,5.51,2.15,4.7,1.99,8.67,3.7,2.56,9.67,2.38,1.87,33.78,1.38,8.63,Normal
117.81,47.01,7.02,30.87,6.77,5.47,9.52,8.58,25.13,0.79,1.16,4.92,4.44,3.69,7.31,0.05,5.19,2.12,9.76,6.37,6.41,39.9,4.91,8.97,Normal
102.83,16.04,7.07,31.37,8.87,4.93,7.92,0.53,49.12,4.21,4.76,7.6,7.46,4.31,9.95,5.05,3.1,8.81,2.13,7.36,5.44,77.23,2.32,6.87,Sensitive
